Source,common name,ReportedName,IUCN_scientific_name,ScientificName,taxon_authority,taxon_rank,Kingdom,Phylum,Class,Order,Family,Genus,Species,life-stage,diet_category,notes
Rodríguez-Estrella et al. 2000,Common side-blotched lizard,Uta stansburiana,,Uta stansburiana,ITIS,species,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Uta,Uta stansburiana,,,
Trapp 1973,Common side-blotched lizard,Uta stansburiana,,Uta stansburiana,ITIS,species,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Uta,Uta stansburiana,,,
Sanchez 2016,,Vegetal aloctono,,Plantae,ITIS,kingdom,Plantae,x,x,x,x,x,x,fruit,,
Stake & Cimprich 2003,Black-capped vireo,Vireo atricapillus,,Vireo atricapilla,ITIS,species,Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,Vireo atricapilla,egg,,
Martin et al. 1961,Grape,grape,,Vitis,ITIS,genus,Plantae,Tracheophyta,Magnoliospida,Vitales,Vitaceae,Vitus,x,,,
Trapp 1973,Grape,raisins,,Vitis,ITIS,genus,Plantae,Tracheophyta,Magnoliospida,Vitales,Vitaceae,Vitus,x,,,
Wyatt 1993,California wild grape,California wild grape,,Vitis californica,ITIS,species,Plantae,Tracheophyta,Magnoliospida,Vitales,Vitaceae,Vitus,Vitis californicus,,,
Speir et al. 2021,Grape,Vitus,,Vitus,ITIS,genus,Plantae,Tracheophyta,Magnoliospida,Vitales,Vitaceae,Vitus,x,,,
Koch & Brody 1981,California grape,Vitus californicus,,Vitus californicus,ITIS,species,Plantae,Tracheophyta,Magnoliospida,Vitales,Vitaceae,Vitus,Vitis californicus,"immature fruit, seeds",,
Nava-Vargas 1994,Coulter's stickpea,Calliandra media,,Zapoteca media,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Zapoteca,Zapoteca media,,,
Villanueva 2008,Corn,Zea maiz,,Zea mays,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Zea,Zea mays,,,
Taylor 1954,Mourning dove,mourning dove,,Zenaida macroura,ITIS,species,Animalia,Chordata,Aves,Columbiformes,Columbinae,Zenaida,Zenaida macroura,,,
Taylor 1954,Mourning dove,mourning dove,,Zenaida macroura,ITIS,species,Animalia,Chordata,Aves,Columbiformes,Columbinae,Zenaida,Zenaida macroura,,,
Taylor 1954,White-throated sparrow,white-throated sparrow,,Zonotrichia albicollis,ITIS,speces,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Zonotrichia,Zonotrichia albicollis,,,
Alexander et al. 1994,Termites,Zootermopsis,not_specified,Zootermopsis,ITIS,genus,Animalia,Arthropoda,Insecta,Blattodea,Termopsidae,Zootermopsis,x,,,
Lemoine 1977,Pigweed,Amananthus,,Amaranthus,ITIS,genus,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus,x,,,
Navarrete-Ozuna 2011,Spider,Araneae O. Aranas ,,Araneae,ITIS,order,Animalia,Arthropoda,Euchelicerata,Araneae,x,x,x,,,
Trapp 1973,Orbweaver,Araneida,,Araneidae,ITIS,family,Animalia,Arthropoda,Euchelicerata,Araneae,Araneidae,x,x,,,
Villanueva 2008,Southern pygmy mouse,Baiomys musculus,,Baiomys musculus,ITIS,species,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Baiomys,Baiomys musculus,,,
Villanueva 2008,Northern pygmy mouse,Baiomys taylori,,Baiomys taylori,ITIS,species,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Baiomys,Baiomys taylori,,,
Taylor 1954,Bee,bees,,Hymenoptera,ITIS,family,Animalia,Arthropoda,Insecta,Hymenoptera,x,x,x,,,
Roadman 2014,Beetle,beetles,,Coleoptera,ITIS,order,Animalia,Arthropoda,Insecta,Coleoptera,x,x,x,,,
Taylor 1954,Beetle,beetles,,Coleoptera,ITIS,order,Animalia,Arthropoda,Insecta,Coleoptera,x,x,x,,,
Lemoine 1977,Bird,birds,,Aves,ITIS,class,Animalia,Chordata,Aves,x,x,x,x,,,
Lemoine 1977,Blackberry,blackberries,,Rubus,ITIS,genus,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,x,,,
Lemoine 1977,Mustard,Brassica,,Brassica,ITIS,genus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassica,x,,,
Taylor 1954,Bug,bugs,,Insecta,ITIS,class,Animalia,Arthropoda,Insecta,x,x,x,x,,,
Calderon Vega 2002,Cactus,Cactacea,,Cactacea,ITIS,family,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactacea,x,x,,,
Rodríguez-Estrella et al. 2000,Cactus,Cactaceae,,Cactacea,ITIS,family,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactacea,x,x,,,
Taylor 1954,Cactus,cactus,,Cactacea,ITIS,family,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactacea,x,x,seed,,
Taylor 1954,Cactus,cactus,,Cactacea,ITIS,family,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactacea,x,x,fruit,,
Davis 1960,,carrion,,Chordata,ITIS,phylum,Animalia,Chordata,x,x,x,x,x,,,
Grinnell et al. 1937,Cascara buckthorn,cascara,,Rhamnus purshiana,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Rhamnus,Rhamnus purshiana,,,
Taylor 1954,Cascara buckthorn,cascara,,Rhamnus purshiana,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Rhamnus,Rhamnus purshiana,,,
Villanueva 2008,,Cascaron,,Aves,ITIS,class,Animalia,Chordata,Aves,x,x,x,x,egg,,
Ackerson and Harveson 2006,Cactus,Cataceae,,Cactacea,ITIS,family,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactacea,x,x,,,probably Cactaceae
Bailey 1928,Cave crickets,cave crickets,,Gryllacrididae,ITIS,family,Animalia,Arthropoda,Insecta,Orthoptera,Gryllacrididae,x,x,,,
Calderon Vega 2002,Whiptail,Cenemidophorus spp.,,Cnemidophorus,ITIS,genus,Animalia,Chordata,Reptilia,Squamata,Teiidae,Cnemidophorus,x,,,
Davis 1960,Centipede,centipedes,,Chilopoda,ITIS,class,Animalia,Arthropoda,Chilopoda,x,x,x,x,,,
Mead & van Devender 1981,Finch,cf. Fringillidae,,Fringillidae,ITIS,family,Animalia,Chordata,Aves,Passeriformes,Fringillidae,x,x,,,
Harrison 2012,Pocket mouse,Chaetodipus sp.,not_specified,Chaetodipus,ITIS,genus,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Chaetodipus,x,,,
Mead et al. 2006,Rosy boas,Charina sp.,,Charina,ITIS,genus,Animalia,Chordata,Reptilia,Squamata,Charinidae,Charina,x,,,
Trapp 1973,Western whiptail,Chemidophorus tigris,,Cnemidophorus tigris,ITIS,species,Animalia,Chordata,Reptilia,Squamata,Teiidae,Cnemidophorus,Cnemidophorus tigris,,,
Castellanos Morales et al. 2008,,chewing gum,,,not recognized,human-influenced,,,Human-Influenced,x,x,x,x,,,
Calderon Vega 2002,Variable sandsnake,Chilomeiscus punctatissmus,,Chilomeniscus stramineus,ITIS,species,Animalia,Chordata,Reptilia,Squamata,Colubridae,Chilomeniscus,Chilomeniscus stramineus,,,
Sanchez 2016,Variable sandsnake,Chilomeniscus punctatissmus,,Chilomeniscus stramineus,ITIS,species,Animalia,Chordata,Reptilia,Squamata,Colubridae,Chilomeniscus,Chilomeniscus stramineus,,,
Calderon Vega 2002,Centipede,Chilopoda,,Chilopoda,ITIS,class,Animalia,Arthropoda,Chilopoda,x,x,x,x,,,
Rodríguez-Estrella et al. 2000,Centipede,Chilopoda,,,ITIS,class,Animalia,Arthropoda,Chilopoda,x,x,x,x,,,
Rodríguez-Estrella et al. 2000,Variable sandsnake,Chylomeniscus cinctus,,Chilomeniscus stramineus,ITIS,species,Animalia,Chordata,Reptilia,Squamata,Colubridae,Chilomeniscus,Chilomeniscus stramineus,,,
Trapp 1973,Antelope squirrel,Citellus leucurus ,,Ammospermophillus leucurus,ITIS,species,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Ammospermophillus,Ammospermophillus leucurus,,,
Trapp 1973,Rock squirrel,Citellus variegatus,,Ostospermophilus variegatus,ITIS,species,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Ostospermophilus,Ostospermophilus variegatus,,,
Alexander et al. 1994,Western red-backed vole,Clethrionomys californicus,Myodes californicus,Myodes californicus,ITIS,species,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Myodes,Myodes californicus,,,
Mead & van Devender 1981,Western whiptail,Chemidophorus cf. tigris,,Cnemidophorus tigris,ITIS,species,Animalia,Chordata,Reptilia,Squamata,Teiidae,Cnemidophorus,Cnemidophorus tigris,,,
Mead et al. 2006,Whiptail,Cnemidophorus sp.,,Cnemidophorus,ITIS,genus,Animalia,Chordata,Reptilia,Squamata,Teiidae,Cnemidophorus,x,,,
Rodríguez-Estrella et al. 2000,Whiptail,Cnemidophorus spp.,,Cnemidophorus,ITIS,genus,Animalia,Chordata,Reptilia,Squamata,Teiidae,Cnemidophorus,x,,,
Mead et al. 2006,Western whiptail,Chemidophorus tigris,,Cnemidophorus tigris,ITIS,species,Animalia,Chordata,Reptilia,Squamata,Teiidae,Cnemidophorus,Cnemidophorus tigris,,,
Alexander et al. 1994,,Coelocnemis,not_specified,Anthicus dilaticollis,ITIS,species,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Anthicus,Anthicus dilaticollis,,,
Harrison 2012,Northern flicker,Colaptes auratus,,Colaptes auratus,ITIS,species,Animalia,Chordata,Aves,Piciformes,Picidae,Picinae,Colaptes,Colaptes auratus,,
Mead & van Devender 1981,Western banded gecko,Coleonyx variegatus,,Coleonyx variegatus,ITIS,species,Animalia,Chordata,Reptilia,Squamata,Eublepharidae,Coleonyx,Coleonyx variegatus,,,
Ackerson and Harveson 2006,Beetle,Coleoptera,,Coleoptera,ITIS,order,Animalia,Arthropoda,Insecta,Coleoptera,x,x,x,,,
Rodríguez-Estrella et al. 2000,Beetle,Coleoptera,,Coleoptera,ITIS,order,Animalia,Arthropoda,Insecta,Coleoptera,x,x,x,,,
Sanchez 2016,Beetle,Coleoptera,,Coleoptera,ITIS,order,Animalia,Arthropoda,Insecta,Coleoptera,x,x,x,,,
Trapp 1973,Beetle,Coleoptera,,Coleoptera,ITIS,order,Animalia,Arthropoda,Insecta,Coleoptera,x,x,x,adult,,
Calderon Vega 2002,Ladybug,Coleoptera Caccinellidae,,Coccinellidae,ITIS,family,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,x,x,,,
Calderon Vega 2002,Ground beetle,Coleoptera Carabidae,,Carabidae,ITIS,family,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,x,x,,,
Calderon Vega 2002,Leaf beetle,Coleoptera Chrysomelidae,,Chrysomelidae,ITIS,family,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,x,x,,,
Calderon Vega 2002,Weevil,Coleoptera Curculionidae,,Curculionidae,ITIS,family,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,x,x,,,
Calderon Vega 2002,Click beetle,Coleoptera Elataridae,,Elateridae,ITIS,family,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,x,x,,,
Navarrete-Ozuna 2011,Rove beetle,Coleoptera Fam Staphylinidae ,,Staphylinidae ,ITIS,family,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae ,x,x,,,
Navarrete-Ozuna 2011,Weevil,Coleoptera Fam. Curculionidae,,Curculionidae,ITIS,family,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,x,x,,,
Navarrete-Ozuna 2011,Scarab beetle,Coleoptera Fam. Scarabaeidae,,Scarabaeidae,ITIS,family,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,x,x,,,
Navarrete-Ozuna 2011,,Coleoptera O. Coleopteros,,Coleoptera,ITIS,order,Animalia,Arthropoda,Insecta,Coleoptera,x,x,x,,,
Calderon Vega 2002,Scarab beetle,Coleoptera Scarabeidae,,Scarabeidae,ITIS,family,Animalia,Arthropoda,Insecta,Coleoptera,Scarabeidae,x,x,,,
Navarrete-Ozuna 2011,,Coleoptera Subfam Melolonthinae,,Melolonthinae,ITIS,subfamily,Animalia,Arthropoda,Insecta,Coleoptera,x,x,x,,,
Navarrete-Ozuna 2011,,Coleoptera Superfam cucujoidea,,Cucujoidea,ITIS,superfamily,Animalia,Arthropoda,Insecta,Coleoptera,x,x,x,,,
Calderon Vega 2002,Darkling beetle,Coleoptera Tenebrionidae,,Tenebrionidae,ITIS,family,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,x,x,,,
Calderon Vega 2002,Darkling beetle,Coleoptera Tenibrionidae,,Tenibrionidae,ITIS,family,Animalia,Arthropoda,Insecta,Coleoptera,Tenibrionidae,x,x,larva,,
Cisneros-Moreno & Martínez-Corone 2019,Ground beetle,Coleoptera/Carabidae,,Carabidae,ITIS,family,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,x,x,,,
Lemoine 1977,Beetle,Coleopterans,,Coleoptera,ITIS,order,Animalia,Arthropoda,Insecta,Coleoptera,x,x,x,,,
Mead & van Devender 1981,Typical snake,Coluber or Masticophis,,Colubridae,ITIS,family,Animalia,Chordata,Reptilia,Squamata,Colubridae,x,x,,,
Mead et al. 2006,Typical snake,Colubridae genus,,Colubridae,ITIS,family,Animalia,Chordata,Reptilia,Squamata,Colubridae,x,x,,,
Nava-Vargas 1994,Spiderwort,Commenlinaceae,,Commelinaceae,ITIS,family,Plantae,Tracheophyta,Magnoliopsida,Commelinales,Commelinaceae,x,x,,,
Calderon Vega 2002,Sunflower,Compositae,,Asteraceae,ITIS,family,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asterceae,x,x,,,
Martin et al. 1961,Snakewood,condalia,,Condalia,ITIS,genus,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Condalia,x,,,
Taylor 1954,Snakewood,Condalia,,Condalia,ITIS,genus,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Condalia,x,,,
Calderon Vega 2002,Bitter snakewood,Condalia globosa,,Condalia globosa,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Condalia,Condalia globosa,,,
Nava-Vargas 1994,Mexican bluewood,Condalia mexicana,,Condalia mexicana,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Condalia,Condalia mexicana,,,
Nava-Vargas et al. 1999,Mexican bluewood,Condalia mexicana,,Condalia mexicana,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Condalia,Condalia mexicana,,,
Mead et al. 2006,Sharp-tailed snake,Contia tenuis,,Contia tenuis,ITIS,species,Animalia,Chordata,Reptilia,Squm,Colubridae,Contia,Contia tenuis,,,
Calderon Vega 2002,,Cordia brevisptoata,,Cordia brevisptoata,,,,,,,,,,,,
Mead et al. 2006,Mule-eared bat,Corynorthinus townsendii,,Corynorhinus townsendii,ITIS,species,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Corynorhinus,Corynorhinus townsendii,,,
Taylor 1954,Cotton Rat,cotton rats,,Sigmodon,ITIS,genus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Sigmodon,x,,,
Taylor 1954,Cottontail,cottontail,,Sylvilagus,ITIS,genus,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus,x,,,
Davis 1960,Cottontail,cottontailes,,Sylvilagus,ITIS,genus,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus,x,,,
Taylor 1954,Cottontail,cottontails,,Sylvilagus,ITIS,genus,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus,x,,,
Villanueva 2008,Mexican hawthorn,Crataegus mexicana,,Crataegus mexicana,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Crataegus,Crataegus mexicana,,,
Roadman 2014,Cricket,crickets,,Grylloidea,ITIS,superfamily,Animalia,Arthropoda,Insecta,Orthoptera,x,x,x,,,
Davis 1960,Cricket,crickets,,Grylloidea,ITIS,superfamily,Animalia,Arthropoda,Insecta,Orthoptera,x,x,x,,,
Calderon Vega 2002,Rattlesnake,Crotalus spp.,,Crotalus,ITIS,genus,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,x,,,
Villanueva 2008,Bee shrew,Cryptotis parva,,Cryptotis parva,ITIS,species,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Cryptotis,Cryptotis parva,,,
Trapp 1973,Gourd,Curcurbitaceae,,Cucurbitaceae,ITIS,family,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,x,x,,,
Trapp 1973,Sedge,Cyperaceae,,Cyperaceae,ITIS,family,Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,x,x,,,
Taylor 1954,Daddy longleg,daddy longlegs,,Pholcidae,ITIS,family,Animalia,Arthropoda,Euchelicerata,Araneae,Pholcidae,x,x,,,
Roadman 2014,Damselfly,Damselfly,,Odonata,ITIS,order,Animalia,Arthropoda,Insecta,Odonata,x,x,x,,,
Taylor 1954,Deer,deer,,Odocoileus,ITIS,genus,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,x,,,
Lemoine 1977,Deer,deer,,Odocoileus,ITIS,genus,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,x,,,
Mead et al. 2006,,Diadophis/Tantilla,,Colubrinae,ITIS,subfamily,Animalia,Chordata,Reptilia,Squamata,Colubridae,,,,,
Lemoine 1977,Domestic grape,domestic grapes,,Vitus,ITIS,genus,Plantae,Tracheophyta,Magnoliopsida,Vitales,Vitaceae,Vitus,,,,
Cisneros-Moreno & Martínez-Corone 2019,,Dulces y chocolates,,,not recognized,human-influenced,Human-Influenced,,,,,,,,,
Nava-Vargas et al. 1999,,Echinocerueus cinerascens,,Echinocereus cinerascens,ITIS,species,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Echinocereus,Echinocereus cinerascens,,,
Villanueva 2008,,F.  Mesembranthemaceae  spp.,,Aizoaceae,ITIS,family,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,,,,,
Villanueva 2008,Sap beetle,F.  Nitidulidae,,Nitidulidae,ITIS,family,Animalia,Arthropoda,Insecta,Coleoptera,Nitidulidae,,,,,
Villanueva 2008,Short-horned grasshopper,F. Acrididae,,Acrididae,ITIS,family,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,,,,,
Villanueva 2008,Pigweed,F. Amarantaceae,,Amaranthaceae,ITIS,family,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,,,,,
Villanueva 2008,Pricklypear,F. Cactaceae Opuntia sp,,Opuntia,ITIS,genus,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,x,,,
Villanueva 2008,Ground beetle,F. Carabidae,,Carabidae,ITIS,family,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,x,x,,,
Villanueva 2008,Sunflower,F. Compositae,,Asteraceae,ITIS,family,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,x,x,,,
Villanueva 2008,Gourd,F. Cucurbitaceae sp,,Cucurbitaceae sp,ITIS,family,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,x,x,,,
Villanueva 2008,Scarab beetle,F. Escarabaidae,,Scarabaeidae,ITIS,family,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,x,x,,,
Villanueva 2008,Ant,F. Formicidae,,Formicidae,ITIS,family,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,x,x,,,
Villanueva 2008,Grass,F. Graminea,,Poaceae,ITIS,family,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,x,x,,,
Villanueva 2008,Tick,F. Ixodidae,,Ixodidae,ITIS,family,Animalia,Arthropoda,Euchelicerata,Ixodida,Ixodidae,x,x,,,
Villanueva 2008,,F. Labiateae,,Lamiaceae,ITIS,family,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,x,x,,,
Villanueva 2008,,F. Leguminosae,,Fabaceae,ITIS,family,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,x,x,,,
Villanueva 2008,,F. Melolontidae,,Melolonthinae,ITIS,subfamily,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae ,x,x,,,
Villanueva 2008,,F. Phytolaccaceae Phytolacca sp.,,Phytolacca,ITIS,genus,Plantae,Tracheophyta,Magnoliopsida,,,,,,,
Villanueva 2008,,F. Rosaceae,,Rosaceae,,family,,,,,,,,,,
Villanueva 2008,,F. Rubiaceae,,Rubiaceae,,family,,,,,,,,,,
Villanueva 2008,,F. Stafilinidae,,Stafilinidae,,family,,,,,,,,,,
Villanueva 2008,,F. Vitaceae,,Vitaceae,,family,,,,,,,,,,
Villanueva 2008,,F. Vochyaceae,,Vochyaceae,,family,,,,,,,,,,
Navarrete-Ozuna 2011,,Fabales A. hypogaea,,Arachis hypogaea,ITIS,species,,,,,,Arachis,Arachis hypogaea,,,
Nava-Vargas et al. 1999,,Ferocactus histrix,,,,,,,,,,,,,,
Nava-Vargas 1994,,Flores,,,,,,,,,,,,,,
Davis 1960,,frogs,,,,,,,,,,,,,,
Davis 1960,,grasshoppers,,,,,,,,,,,,,,
Lemoine 1977,,grey squirrels,,,,,,,,,,,,,,
Bailey 1928,,guano bats,,,,,,,,,,,,,,
Davis 1960,,hackberry,,,,,,,,,,,,,,
Calderon Vega 2002,,Hemiptera Lygaeidae,,Lygaeidae,,,,,,,,,,,,
Calderon Vega 2002,,Hemiptera Penatatomidae,,Penatatomidae,,,,,,,,,,,,
Calderon Vega 2002,,Homoptera Cicadidae,,Cicadidae,,,,,,,,,,,,
Castellanos Morales et al. 2009,,Human Influenced,,Human Influenced,,human-influenced,Human Influenced,,,,,,,,,
Calderon Vega 2002,,Hymenoptera Sphecidae,,Sphecidae,,,,,,,,,,,,
Calderon Vega 2002,,Hymenoptera Vespidae,,Vespidae,,,,,,,,,,,,
Nava-Vargas et al. 1999,,Insecta,,Insecta,,,,,,,,,,,,
Villanueva 2008,,Insecta,,Insecta,,,Animalia,Arthropoda,Insecta,,,,,,,
Villanueva 2008,,Insectivora,,,,,,,,,,,,,,
Morales 1998,,Insectos (Acrididae),,,,,,,,,,,,,,
Davis 1960,,insects,,Insecta,,,,,,,,,,,,
Morales 1998,,Ipomea sp.,,Ipomea,,,,,,,,,,,,
Morales 1998,,Iresine sp.,,Iresine,,genus,,,,,,,,,,
Villanueva 2008,,Jaegeria sp,,Jaegeria,,genus,,,,,,,,,,
Lemoine 1977,,Jerusalem crickets ,,,,,,,,,,,,,,
Morales 1998,,Juniperus deppeana,,,,,,,,,,,,,,
Morales 1998,,L. irroratus,,,,,,,,,,,,,,
Mead & van Devender 1981,Milk snake,Lampropeltis cf. triangulum,,,,species,Animalia,Chordata,Reptilia,,,,,,,
Calderon Vega 2002,,Larvas parasitas,,,,,,,,,,,,larva,,
Navarrete-Ozuna 2011,,Leipdotera O. Leipdotero (larva),,Lepidoptera,ITIS,order,Animalia,Arthropoda,Insecta,Lepidoptera,x,x,x,,,
Alexander et al. 1994,,lichen,not_specified,,,,,,,,,,,,,
Villanueva 2008,,Liomys irroratus,,Liomys irroratus,ITIS,species,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Liomys,Liomys irroratus,,,
Villanueva 2008,,Liomys pictus,,Liomys pictus,ITIS,species,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Liomys,Liomys pictus,,,
Davis 1960,,lizards,,Squamata,ITIS,order,Animalia,Chordata,Reptilia,Squamata,x,x,x,,,
Villanueva 2008,,Madera,,,,,,,,,,,,,,
Castellanos Morales et al. 2009,,Mammals,,Mammalia,ITIS,class,Animalia,Chordata,Mammalia,x,x,x,x,,,
Nava-Vargas et al. 1999,,Mammillaria obconella,,Mammillaria obconella,,,,,,,,,,,,
Cisneros-Moreno & Martínez-Corone 2019,,Manilkara,,Manilkara,ITIS,genus,Plantae,,,,,Manilkara,,,,
Wood 1954,,meadow lark,,Sturnella neglecta,ITIS,species,Animalia,Chordata,Aves,Passeriformes,Icteridae,Sturnella,Sturnella neglecta,,,
Villanueva 2008,,Megadontomys cryophilus,,Megadontomys cryophilus,,species,,,,,,,,,,
Martin et al. 1961,,mice,,Rodentia,ITIS,order,Animalia,Chordata,Mammalia,Rodentia,x,x,x,,,
Roadman 2014,,mice,,Rodentia,ITIS,order,Animalia,Chordata,Mammalia,Rodentia,x,x,x,,,
Davis 1960,,mice,,Rodentia,ITIS,order,Animalia,Chordata,Mammalia,Rodentia,x,x,x,,,
Lemoine 1977,,Microtus,,Microtus,ITIS,genus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,x,,,
Villanueva 2008,,Microtus mexicanus,,Microtus mexicanus,ITIS,species,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus mexicanus,,,
Taylor 1954,,millipedes,,Diplopoda,ITIS,class,Animalia,Arthropoda,Diplopoda,x,x,x,x,,,
Lemoine 1977,,millipedes,,Diplopoda,ITIS,class,Animalia,Arthropoda,Diplopoda,x,x,x,x,,,
Davis 1960,,mistletoe,,Diplopoda,ITIS,class,Animalia,Arthropoda,Diplopoda,x,x,x,x,,,
Nava-Vargas 1994,,Mojas,,,,,,,,,,,,,,
Morales 1998,,Monnina schlechtendaliana,,Monnina schlechtendaliana,not recognized,species,Plantae,Tracheophyta ,Magnoliopsida,Fabales,Polygalaceae,Monnina,Monnina schlechtendaliana,,,
Alexander et al. 1994,,moss,not_specified,Bryophyta,ITIS,phylum,Plantae,Bryophyta,x,x,x,x,x,,,
Taylor 1954,,moths,,Lepidoptera,ITIS,order,Animalia,Arthropoda,Insecta,Lepidoptera,x,x,x,,,
Villanueva 2008,,Mus musculus,,Mus musculus,ITIS,species,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,Mus musculus,,,
Nava-Vargas et al. 1999,,Mytillocactus geometrizans,,Myrtillocactus geometrizans,ITIS,species,Plantae,Tracheophyta ,Magnoliopsida,Caryophyllales,Cactaceae,Myrtillocactus,Myrtillocactus geometrizans,,,
Villanueva 2008,,Neotoma mexicana,,Neotoma mexicana,ITIS,species,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Neotoma,Neotoma mexicana,,,
Navarrete-Ozuna 2011,,Neuroptera O. Neuropteros,,Neuroptera,ITIS,order,Animalia,Arthropoda,Insecta,Neuroptera,x,x,x,larva,,
Villanueva 2008,,O.  Diptera ,,Diptera,ITIS,order,Animalia,Arthropoda,Insecta,Diptera,x,x,x,larva,,
Villanueva 2008,,O. Coleoptera,,Coleoptera,ITIS,order,Animalia,Arthropoda,Insecta,Coleoptera,x,x,x,,,
Villanueva 2008,,O. Hemiptera,,Hemiptera,ITIS,order,Animalia,Arthropoda,Insecta,Hemiptera,x,x,x,,,
Villanueva 2008,,O. Ortoptera,,Orthoptera,ITIS,order,Animalia,Arthropoda,Insecta,Orthoptera,x,x,x,,,
Villanueva 2008,,O. Sifonaptera,,Siphonaptera,ITIS,order,Animalia,Arthropoda,Insecta,Siphonaptera,x,x,x,,,
Nava-Vargas et al. 1999,,Opuntia cantabrigiensis,,Opuntia engelmannii,ITIS,species,Plantae,Tracheophyta ,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,Opuntia engelmannii,,,
